timestamp,vehicle_id,speed_kmh,engine_temp_c,battery_voltage_v,fault_code,location_lat,location_lon
2025-01-01 00:42:00,V001,88.24,85.22,13.89,0,57.702788,11.956386
2025-01-01 00:43:00,V001,71.08,87.52,13.59,0,57.69914,11.964132
2025-01-01 00:44:00,V001,59.07,102.55,13.37,0,57.687997,11.98214
2025-01-01 00:45:00,V001,59.05,90.89,14.7,0,57.68854,11.962501
2025-01-01 00:46:00,V001,83.65,96.52,14.25,0,57.696175,11.978792
2025-01-01 00:47:00,V001,73.39,96.74,12.78,0,57.685339,11.968768
2025-01-01 00:48:00,V001,88.77,83.13,12.52,0,57.685792,11.977088
2025-01-01 00:49:00,V001,49.27,108.47,14.6,0,57.699387,11.982382
2025-01-01 00:50:00,V001,65.3,103.21,14.12,0,57.706249,11.961697
2025-01-01 00:51:00,V001,79.88,87.96,14.8,0,57.704928,11.981645
2025-01-01 00:52:00,V001,57.78,79.04,14.68,0,57.716488,11.975024
2025-01-01 00:53:00,V001,42.0,92.29,13.63,0,57.710036,11.961418
2025-01-01 00:54:00,V001,73.0,85.81,14.71,0,57.696964,11.988629
2025-01-01 00:55:00,V001,84.07,95.01,13.15,0,57.704553,11.965529
2025-01-01 00:56:00,V001,74.88,77.4,12.91,0,57.694344,11.988762
2025-01-01 00:57:00,V001,53.45,95.51,14.07,0,57.692379,11.987608
2025-01-01 00:58:00,V001,89.97,82.97,13.79,0,57.717161,11.972699
2025-01-01 00:59:00,V001,64.35,92.18,14.24,0,57.699452,11.977118
2025-01-01 01:00:00,V001,65.32,93.92,13.78,0,57.691224,11.966416
2025-01-01 01:01:00,V001,43.4,105.1,13.91,0,57.719813,11.968403
2025-01-01 01:02:00,V001,67.23,90.65,13.62,0,57.687889,11.965496
2025-01-01 01:03:00,V001,47.94,103.74,13.16,0,57.702996,11.955066
2025-01-01 01:04:00,V001,64.95,110.65,13.43,1,57.692747,11.960637
2025-01-01 01:05:00,V001,97.89,93.9,13.54,0,57.718133,11.949396
2025-01-01 01:06:00,V001,34.87,85.18,13.94,0,57.693825,11.981968
2025-01-01 01:07:00,V001,73.21,102.49,13.59,0,57.69953,11.963157
2025-01-01 01:08:00,V001,63.72,88.1,13.53,1,57.682006,11.974556
2025-01-01 01:09:00,V001,94.59,100.5,13.36,0,57.712185,11.967019
2025-01-01 01:10:00,V001,111.87,85.58,13.96,0,57.699536,11.965908
2025-01-01 01:11:00,V001,71.51,73.68,13.17,0,57.693117,11.981084
2025-01-01 01:12:00,V001,70.52,90.9,13.93,0,57.695296,11.990644
2025-01-01 01:13:00,V001,68.42,82.78,13.79,0,57.69887,11.965164
2025-01-01 01:14:00,V001,93.97,98.84,13.73,0,57.704051,11.954265
2025-01-01 01:15:00,V001,77.59,94.7,15.0,0,57.696518,11.959425
2025-01-01 01:16:00,V001,56.48,83.13,14.01,1,57.699323,11.984742
2025-01-01 01:17:00,V001,75.67,103.5,13.12,0,57.691881,11.969127
2025-01-01 01:18:00,V001,80.79,109.34,12.95,0,57.691774,11.970007
2025-01-01 01:19:00,V001,49.34,108.42,13.33,0,57.714788,11.975077
2025-01-01 01:20:00,V001,49.68,93.88,13.62,0,57.703283,11.965283
2025-01-01 01:21:00,V001,85.42,82.68,14.32,0,57.719641,11.966854
2025-01-01 01:22:00,V001,73.58,90.72,13.58,1,57.683714,11.967285
2025-01-01 01:23:00,V001,55.55,84.81,13.75,0,57.695263,11.970005
2025-01-01 01:24:00,V001,59.77,79.51,14.17,0,57.703919,11.969914
2025-01-01 01:25:00,V001,60.07,87.99,13.74,0,57.703682,11.968903
2025-01-01 01:26:00,V001,81.19,88.64,13.54,0,57.701921,11.962769
2025-01-01 01:27:00,V001,67.89,82.82,13.54,0,57.694756,11.94407
2025-01-01 01:28:00,V001,69.5,82.41,14.24,0,57.715316,11.989111
2025-01-01 01:29:00,V001,74.35,100.55,14.38,0,57.701018,11.969543
2025-01-01 01:30:00,V001,81.23,92.37,13.4,0,57.698766,11.962536
2025-01-01 01:31:00,V001,76.19,86.46,13.79,0,57.702041,11.951988
2025-01-01 01:32:00,V001,85.06,84.77,13.13,1,57.701232,11.969243
2025-01-01 01:33:00,V001,58.49,103.5,14.04,0,57.719365,11.971408
2025-01-01 01:34:00,V001,81.37,98.56,14.12,0,57.687766,11.972363
2025-01-01 01:35:00,V001,64.69,87.91,15.0,0,57.716796,11.971588
2025-01-01 01:36:00,V001,81.82,83.72,14.57,0,57.703605,11.984004
2025-01-01 01:37:00,V001,72.59,83.03,13.46,0,57.706719,11.963369
2025-01-01 01:38:00,V001,65.5,91.39,13.15,0,57.704076,11.958761
2025-01-01 01:39:00,V001,73.88,70.33,13.32,0,57.695,11.964758
2025-01-01 01:40:00,V001,58.9,94.62,13.93,0,57.682947,11.963193
2025-01-01 01:41:00,V001,71.8,81.94,13.31,0,57.689372,11.973821
2025-01-01 01:42:00,V001,56.44,99.97,13.86,0,57.700361,11.984002
2025-01-01 01:43:00,V001,60.6,97.29,13.87,0,57.707447,11.967559
2025-01-01 01:44:00,V001,57.08,104.53,13.52,0,57.698186,11.981583
2025-01-01 01:45:00,V001,58.39,97.05,14.56,0,57.689851,11.970048
2025-01-01 01:46:00,V001,77.88,95.39,14.2,0,57.701241,11.967585
2025-01-01 01:47:00,V001,57.93,100.97,13.27,0,57.69264,11.968794
2025-01-01 01:48:00,V001,77.71,93.67,13.95,0,57.689973,11.969616
2025-01-01 01:49:00,V001,88.24,108.02,13.9,0,57.70278,11.96063
2025-01-01 01:50:00,V001,77.29,78.73,14.66,0,57.694629,11.972843
2025-01-01 01:51:00,V001,64.96,84.4,13.25,1,57.676046,11.959951
2025-01-01 01:52:00,V001,87.54,120.24,13.64,0,57.685781,11.990474
2025-01-01 01:53:00,V001,59.16,99.05,13.67,0,57.700438,11.982809
2025-01-01 01:54:00,V001,105.94,102.3,13.5,0,57.699809,11.966967
2025-01-01 01:55:00,V001,81.13,70.07,13.73,0,57.693784,11.998965
2025-01-01 01:56:00,V001,51.43,91.88,14.36,0,57.666148,11.972754
2025-01-01 01:57:00,V001,84.87,93.25,14.05,0,57.699454,11.987022
2025-01-01 01:58:00,V001,59.52,77.41,13.55,0,57.70186,11.985739
2025-01-01 01:59:00,V001,89.75,89.15,14.32,0,57.701933,11.973675
2025-01-01 02:00:00,V001,90.5,87.51,13.23,0,57.715233,11.959948
2025-01-01 02:01:00,V001,55.55,97.93,14.42,0,57.709009,11.960085
2025-01-01 02:02:00,V001,85.56,82.84,13.1,0,57.701489,11.968908
2025-01-01 02:03:00,V001,80.74,77.73,13.79,0,57.700311,11.95174
2025-01-01 02:04:00,V001,69.94,78.92,12.87,0,57.71161,11.97451
2025-01-01 02:05:00,V001,93.61,112.17,14.43,0,57.692924,11.981136
2025-01-01 02:06:00,V001,78.72,97.94,13.52,0,57.696291,11.967126
2025-01-01 02:07:00,V001,48.82,71.67,13.4,0,57.722052,11.976679
2025-01-01 02:08:00,V001,41.7,87.58,13.64,0,57.689175,11.968064
2025-01-01 02:09:00,V001,92.48,85.12,13.12,0,57.6857,11.964576
2025-01-01 02:10:00,V001,75.82,104.5,13.6,0,57.711142,11.946129
2025-01-01 02:11:00,V001,75.14,84.98,13.37,0,57.708997,11.959986
2025-01-01 02:12:00,V001,86.54,90.26,13.19,0,57.68873,11.952353
2025-01-01 02:13:00,V001,60.54,85.98,13.24,0,57.682794,11.966647
2025-01-01 02:14:00,V001,71.47,80.25,14.19,0,57.701698,11.978841
2025-01-01 02:15:00,V001,61.93,85.07,13.85,0,57.690736,11.974843
2025-01-01 02:16:00,V001,58.8,111.76,14.37,0,57.705215,11.967815
2025-01-01 02:17:00,V001,72.97,79.29,13.91,0,57.693605,11.9814
2025-01-01 02:18:00,V001,77.86,84.88,13.93,0,57.698158,11.957009
2025-01-01 02:19:00,V001,73.78,109.37,13.94,1,57.706035,11.977704
2025-01-01 02:20:00,V001,71.24,85.17,13.25,0,57.695462,11.975714
2025-01-01 02:21:00,V001,43.91,75.78,13.96,0,57.694424,11.973738
2025-01-01 02:22:00,V001,76.86,94.15,13.41,0,57.689446,11.965653
2025-01-01 02:23:00,V001,74.09,88.71,13.65,0,57.712177,11.954457
2025-01-01 02:24:00,V001,60.85,86.39,13.04,0,57.715626,11.9743
2025-01-01 02:25:00,V001,74.37,91.67,12.69,0,57.695699,11.973436
2025-01-01 02:26:00,V001,65.47,100.42,13.83,0,57.700274,11.96493
2025-01-01 02:27:00,V001,74.26,94.57,14.13,0,57.69981,11.963088
2025-01-01 02:28:00,V001,49.69,90.55,13.85,0,57.699547,11.96654
2025-01-01 02:29:00,V001,87.12,100.36,13.2,0,57.718116,11.966441
2025-01-01 02:30:00,V001,51.44,84.34,13.61,0,57.697731,11.966232
2025-01-01 02:31:00,V001,54.74,82.09,14.07,0,57.692811,11.987468
2025-01-01 02:32:00,V001,85.72,89.3,14.54,0,57.695168,11.97789
2025-01-01 02:33:00,V001,83.99,91.14,13.22,0,57.681474,11.973123
2025-01-01 02:34:00,V001,86.23,83.7,13.61,0,57.692021,11.968697
2025-01-01 02:35:00,V001,50.29,84.24,14.17,0,57.694121,11.964352
2025-01-01 02:36:00,V001,65.47,93.8,15.0,0,57.704426,11.944428
2025-01-01 02:37:00,V001,49.09,95.39,13.01,0,57.715556,11.986722
2025-01-01 02:38:00,V001,82.16,96.43,14.5,0,57.702903,11.966574
2025-01-01 02:39:00,V001,72.51,103.22,14.56,0,57.694428,11.962407
2025-01-01 02:40:00,V001,62.86,84.59,14.44,0,57.705939,11.992532
2025-01-01 02:41:00,V001,57.07,87.22,13.88,0,57.698564,11.990747
2025-01-01 02:42:00,V001,41.29,96.81,12.98,0,57.692351,11.954661
2025-01-01 02:43:00,V001,50.36,95.26,13.91,0,57.685785,11.962546
2025-01-01 02:44:00,V001,61.0,91.23,12.85,0,57.683275,11.971081
2025-01-01 02:45:00,V001,67.76,81.39,13.57,0,57.706895,11.969577
2025-01-01 02:46:00,V001,85.15,75.82,14.09,1,57.690829,11.949518
2025-01-01 02:47:00,V001,62.56,86.24,13.65,0,57.704157,11.944899
2025-01-01 02:48:00,V001,97.36,85.65,14.64,1,57.711302,11.955667
2025-01-01 02:49:00,V001,64.79,66.97,12.57,0,57.702169,11.975101
2025-01-01 02:50:00,V001,86.08,81.28,13.46,0,57.708887,11.965969
2025-01-01 02:51:00,V001,76.92,87.29,14.19,0,57.70791,11.988839
2025-01-01 02:52:00,V001,71.66,90.95,14.47,0,57.698258,11.979744
2025-01-01 02:53:00,V001,105.3,87.05,13.86,0,57.695947,11.954827
2025-01-01 02:54:00,V001,82.36,86.42,13.08,0,57.702301,11.967378
2025-01-01 02:55:00,V001,86.93,99.7,14.22,0,57.688426,11.965528
2025-01-01 02:56:00,V001,65.66,97.13,13.84,1,57.707571,11.95247
2025-01-01 02:57:00,V001,82.67,97.84,13.83,0,57.701314,11.975782
2025-01-01 02:58:00,V001,71.26,96.05,13.75,0,57.696588,11.97624
2025-01-01 02:59:00,V001,78.54,77.73,14.3,0,57.696996,11.96425
2025-01-01 03:00:00,V001,87.0,102.96,13.89,2,57.710514,11.980837
2025-01-01 03:01:00,V001,85.5,81.26,14.1,1,57.689858,11.969157
2025-01-01 03:02:00,V001,56.73,86.92,12.94,0,57.69374,11.96677
2025-01-01 03:03:00,V001,78.83,83.95,13.25,0,57.70087,11.977347
2025-01-01 03:04:00,V001,30.48,84.01,14.33,0,57.694705,11.982385
2025-01-01 03:05:00,V001,91.51,74.13,13.91,0,57.697578,11.967452
2025-01-01 03:06:00,V001,67.15,101.4,14.34,0,57.691357,11.971082
2025-01-01 03:07:00,V001,65.31,85.12,12.74,0,57.707333,11.969769
2025-01-01 03:08:00,V001,85.66,74.87,13.81,0,57.697299,11.985588
2025-01-01 03:09:00,V001,68.4,82.06,13.44,0,57.682113,11.965959
2025-01-01 03:10:00,V001,80.92,89.82,13.37,0,57.705933,11.959488
2025-01-01 03:11:00,V001,55.71,84.29,13.49,0,57.691437,11.961787
2025-01-01 03:12:00,V001,57.67,82.88,13.17,0,57.707143,11.962321
2025-01-01 03:13:00,V001,56.43,80.02,13.47,0,57.704059,11.976126
2025-01-01 03:14:00,V001,70.48,89.69,13.49,0,57.705654,11.961992
2025-01-01 03:15:00,V001,52.56,85.19,13.58,0,57.705852,11.972638
2025-01-01 03:16:00,V001,87.37,91.73,14.22,0,57.69049,11.970291
2025-01-01 03:17:00,V001,56.9,80.21,13.36,0,57.702624,11.946706
2025-01-01 03:18:00,V001,63.48,65.9,13.75,0,57.698685,11.968832
2025-01-01 03:19:00,V001,56.16,70.25,13.6,0,57.707189,11.969877
2025-01-01 03:20:00,V001,67.13,72.42,13.62,0,57.695533,11.959352
2025-01-01 03:21:00,V001,81.61,90.84,13.52,0,57.697594,11.964444
2025-01-01 03:22:00,V001,62.39,83.35,12.8,0,57.692324,11.962788
2025-01-01 03:23:00,V001,81.61,86.93,13.92,0,57.705066,11.972619
2025-01-01 03:24:00,V001,81.97,98.48,14.09,0,57.694719,11.965515
2025-01-01 03:25:00,V001,105.15,89.6,13.61,0,57.707788,11.968879
2025-01-01 03:26:00,V001,90.72,103.24,13.67,0,57.680579,11.967303
2025-01-01 03:27:00,V001,58.79,103.02,13.84,0,57.691383,11.955736
2025-01-01 03:28:00,V001,63.18,86.56,13.74,0,57.699241,11.984585
2025-01-01 03:29:00,V001,92.13,90.53,14.23,2,57.714753,11.975403
2025-01-01 03:30:00,V001,57.85,97.1,13.16,2,57.703854,11.98457
2025-01-01 03:31:00,V001,80.56,89.91,12.74,0,57.69974,11.977178
2025-01-01 03:32:00,V001,55.66,99.51,13.92,0,57.68508,11.956803
2025-01-01 03:33:00,V001,57.87,89.55,14.17,0,57.707576,11.96506
2025-01-01 03:34:00,V001,94.12,74.36,13.01,0,57.698516,11.98899
2025-01-01 03:35:00,V001,44.25,103.37,13.37,0,57.701854,11.959482
2025-01-01 03:36:00,V001,59.17,101.46,13.33,0,57.696856,11.960332
2025-01-01 03:37:00,V001,61.7,104.7,13.65,0,57.694799,11.96859
2025-01-01 03:38:00,V001,43.97,95.42,14.18,0,57.7146,11.970362
2025-01-01 03:39:00,V001,56.63,90.03,14.62,0,57.696033,11.979139
2025-01-01 03:40:00,V001,91.35,90.46,13.1,0,57.709622,11.959991
2025-01-01 03:41:00,V001,75.33,110.61,13.59,0,57.698344,11.974571
2025-01-01 03:42:00,V001,65.98,88.66,13.34,0,57.697963,11.972318
2025-01-01 03:43:00,V001,52.62,82.47,14.34,0,57.696798,11.970308
2025-01-01 03:44:00,V001,83.34,86.92,13.93,0,57.699921,11.954087
2025-01-01 03:45:00,V001,73.53,84.09,13.37,0,57.718772,11.964211
2025-01-01 03:46:00,V001,63.14,92.31,13.06,1,57.706191,11.969243
2025-01-01 03:47:00,V001,62.86,87.51,13.92,0,57.706266,11.951897
2025-01-01 03:48:00,V001,72.05,100.62,13.86,0,57.705062,11.97107
2025-01-01 03:49:00,V001,45.96,68.37,14.0,1,57.71269,11.964705
2025-01-01 03:50:00,V001,50.85,97.54,13.37,0,57.686325,11.973596
2025-01-01 03:51:00,V001,91.19,85.63,14.31,0,57.710114,11.965849
2025-01-01 03:52:00,V001,85.58,94.58,13.86,0,57.707234,11.967819
2025-01-01 03:53:00,V001,70.05,79.73,14.26,0,57.703681,11.969044
2025-01-01 03:54:00,V001,78.23,89.9,13.39,0,57.69706,11.987167
2025-01-01 03:55:00,V001,75.57,95.17,13.7,0,57.6987,11.96213
2025-01-01 03:56:00,V001,76.16,77.68,14.13,0,57.705931,11.960462
2025-01-01 03:57:00,V001,82.34,86.78,13.74,0,57.692302,11.94907
2025-01-01 03:58:00,V001,65.69,79.31,13.93,0,57.697271,11.97587
2025-01-01 03:59:00,V001,85.34,81.15,13.62,0,57.67431,11.972235
2025-01-01 04:00:00,V001,99.48,97.61,14.09,0,57.708896,11.98288
2025-01-01 04:01:00,V001,75.75,82.84,12.68,0,57.704688,11.976763
2025-01-01 04:02:00,V001,89.81,79.31,13.74,0,57.704451,11.978771
2025-01-01 04:03:00,V001,73.75,109.56,13.62,0,57.721021,11.991161
2025-01-01 04:04:00,V001,79.24,92.28,13.1,0,57.708263,11.963456
2025-01-01 04:05:00,V001,67.25,100.64,13.62,0,57.717589,11.969672
2025-01-01 04:06:00,V001,66.66,103.95,14.17,0,57.692814,11.949627
2025-01-01 04:07:00,V001,65.0,88.98,14.39,0,57.709493,11.959601
2025-01-01 04:08:00,V001,80.07,94.19,14.09,0,57.714141,11.959116
2025-01-01 04:09:00,V001,96.84,75.87,13.55,0,57.685106,11.974853
2025-01-01 04:10:00,V001,74.97,90.67,13.56,2,57.683039,11.971477
2025-01-01 04:11:00,V001,89.77,80.75,14.52,0,57.690915,11.964017
2025-01-01 04:12:00,V001,67.4,93.76,14.27,0,57.702675,11.971308
2025-01-01 04:13:00,V001,65.34,89.62,13.99,0,57.69254,11.980712
2025-01-01 04:14:00,V001,59.83,80.65,13.43,0,57.686358,11.961378
2025-01-01 04:15:00,V001,94.03,85.17,13.65,0,57.681487,11.963814
2025-01-01 04:16:00,V001,97.2,105.52,13.7,0,57.68628,11.967648
2025-01-01 04:17:00,V001,63.74,84.46,13.53,0,57.685714,11.974356
2025-01-01 04:18:00,V001,29.81,102.16,12.93,0,57.695372,11.960543
2025-01-01 04:19:00,V001,73.25,86.72,14.61,0,57.694272,11.964413
2025-01-01 04:20:00,V001,60.3,97.35,14.28,2,57.699147,11.97467
2025-01-01 04:21:00,V001,90.29,86.9,13.81,0,57.700428,11.978998
2025-01-01 04:22:00,V001,60.22,90.1,13.91,0,57.698047,11.948897
2025-01-01 04:23:00,V001,70.18,79.43,14.04,0,57.717318,11.955111
2025-01-01 04:24:00,V001,66.31,90.34,14.33,0,57.697153,11.976315
2025-01-01 04:25:00,V001,36.02,70.67,13.75,0,57.716166,11.955339
2025-01-01 04:26:00,V001,71.24,84.9,14.19,0,57.703686,11.964852
2025-01-01 04:27:00,V001,96.18,97.61,13.45,0,57.706129,11.969344
2025-01-01 04:28:00,V001,77.4,89.71,14.43,0,57.707199,11.963178
2025-01-01 04:29:00,V001,70.45,100.63,14.06,2,57.704137,11.966655
2025-01-01 04:30:00,V001,72.17,97.15,13.7,0,57.69132,11.982814
2025-01-01 04:31:00,V001,96.34,89.52,14.04,0,57.715483,11.984032
2025-01-01 04:32:00,V001,63.63,65.31,13.7,1,57.693332,11.971565
2025-01-01 04:33:00,V001,71.48,92.28,12.65,0,57.70684,11.954754
2025-01-01 04:34:00,V001,65.54,97.01,14.34,0,57.700641,11.977869
2025-01-01 04:35:00,V001,62.41,77.63,13.49,0,57.686442,11.956863
2025-01-01 04:36:00,V001,47.23,106.07,13.65,0,57.719532,11.969374
2025-01-01 04:37:00,V001,69.06,75.65,14.01,0,57.715108,11.969626
2025-01-01 04:38:00,V001,69.31,84.74,14.04,0,57.708883,11.979207
2025-01-01 04:39:00,V001,51.85,84.28,14.14,0,57.692092,11.983107
2025-01-01 04:40:00,V001,71.28,85.05,14.32,0,57.696494,11.970606
2025-01-01 04:41:00,V001,74.32,92.56,14.2,0,57.697326,11.963864
2025-01-01 04:42:00,V001,56.52,99.95,13.51,0,57.708401,11.9687
2025-01-01 04:43:00,V001,67.64,81.57,13.93,0,57.68936,11.966132
2025-01-01 04:44:00,V001,102.39,87.41,14.45,0,57.683765,11.957921
2025-01-01 04:45:00,V001,46.4,104.34,14.48,0,57.709763,11.966144
2025-01-01 04:46:00,V001,87.03,80.11,13.61,0,57.700438,11.972144
2025-01-01 04:47:00,V001,64.65,79.38,14.49,0,57.681424,11.990628
2025-01-01 04:48:00,V001,60.93,89.46,13.05,0,57.704299,11.965968
2025-01-01 04:49:00,V001,63.71,103.72,13.85,0,57.692198,11.966447
2025-01-01 04:50:00,V001,65.92,80.55,13.39,0,57.706485,11.969904
2025-01-01 04:51:00,V001,83.67,71.65,14.41,0,57.713161,11.959291
2025-01-01 04:52:00,V001,80.15,79.75,14.49,0,57.707433,11.969314
2025-01-01 04:53:00,V001,74.6,74.0,13.58,0,57.703203,11.967855
2025-01-01 04:54:00,V001,74.45,101.39,14.39,0,57.716999,11.957673
2025-01-01 04:55:00,V001,70.04,95.28,13.93,0,57.71732,11.981183
2025-01-01 04:56:00,V001,84.73,95.22,13.41,0,57.695668,11.971658
2025-01-01 04:57:00,V001,69.06,101.29,13.75,0,57.715148,11.971873
2025-01-01 04:58:00,V001,78.86,77.0,13.69,0,57.712937,11.981006
2025-01-01 04:59:00,V001,80.01,80.47,14.31,0,57.705433,11.971718
2025-01-01 05:00:00,V001,88.57,89.32,14.35,0,57.698395,11.965144
2025-01-01 05:01:00,V001,87.94,95.61,13.86,0,57.69891,11.958385
2025-01-01 05:02:00,V001,89.48,79.35,13.88,0,57.713094,11.958628
2025-01-01 05:03:00,V001,74.95,92.67,13.29,0,57.694359,11.972026
2025-01-01 05:04:00,V001,79.86,89.98,14.37,0,57.695405,11.955928
2025-01-01 05:05:00,V001,80.62,89.89,13.2,0,57.69944,11.975491
2025-01-01 05:06:00,V001,71.65,78.49,14.02,0,57.697375,11.993491
2025-01-01 05:07:00,V001,82.07,89.33,13.55,0,57.711145,11.964365
2025-01-01 05:08:00,V001,85.81,98.77,13.38,0,57.692611,11.973533
2025-01-01 05:09:00,V001,95.47,87.4,13.92,0,57.695996,11.960484
2025-01-01 05:10:00,V001,75.1,93.65,14.26,0,57.688253,11.973503
2025-01-01 05:11:00,V001,61.14,97.2,13.9,0,57.698372,11.982548
2025-01-01 05:12:00,V001,75.73,104.44,13.24,0,57.703931,11.98626
2025-01-01 05:13:00,V001,64.28,80.64,13.8,1,57.70662,11.961874
2025-01-01 05:14:00,V001,98.54,106.05,14.06,0,57.701315,11.963532
2025-01-01 05:15:00,V001,71.15,79.63,13.76,0,57.716736,11.9553
2025-01-01 05:16:00,V001,76.08,76.24,13.36,0,57.703302,11.992489
2025-01-01 05:17:00,V001,83.69,96.82,14.76,0,57.692908,11.973198
2025-01-01 05:18:00,V001,62.65,93.41,13.7,0,57.708765,11.970322
2025-01-01 05:19:00,V001,95.09,92.03,13.42,0,57.697383,11.965358
2025-01-01 05:20:00,V001,74.48,95.43,13.89,0,57.681352,11.943656
2025-01-01 05:21:00,V001,74.88,81.71,13.81,0,57.697536,11.992263
2025-01-01 05:22:00,V001,54.76,95.01,14.16,0,57.700757,11.954793
2025-01-01 05:23:00,V001,67.78,81.94,14.43,1,57.702121,11.963743
2025-01-01 05:24:00,V001,105.71,79.78,13.06,0,57.704262,11.972204
2025-01-01 05:25:00,V001,69.04,87.12,14.67,0,57.678465,11.974223
2025-01-01 05:26:00,V001,57.37,91.36,13.44,0,57.700683,11.969263
2025-01-01 05:27:00,V001,17.45,85.75,14.06,0,57.702248,11.974717
2025-01-01 05:28:00,V001,69.69,85.24,13.4,0,57.701317,11.987432
2025-01-01 05:29:00,V001,71.02,91.85,13.71,0,57.697025,11.989508
2025-01-01 05:30:00,V001,85.18,104.47,14.05,1,57.692501,11.97292
2025-01-01 05:31:00,V001,68.31,75.16,13.47,0,57.705303,11.967157
2025-01-01 05:32:00,V001,51.53,98.42,13.66,0,57.694976,11.977067
2025-01-01 05:33:00,V001,76.08,92.01,13.46,0,57.694038,11.980571
2025-01-01 05:34:00,V001,73.19,84.81,13.62,0,57.705389,11.967802
2025-01-01 05:35:00,V001,53.27,80.74,13.74,0,57.729849,11.963059
2025-01-01 05:36:00,V001,57.4,97.1,14.06,0,57.705138,11.97688
2025-01-01 05:37:00,V001,61.27,110.46,14.11,0,57.691194,11.966998
2025-01-01 05:38:00,V001,75.14,90.06,14.35,0,57.706316,11.985394
2025-01-01 05:39:00,V001,93.73,73.68,13.9,0,57.71053,11.957547
2025-01-01 05:40:00,V001,80.64,95.85,13.72,0,57.679822,11.972386
2025-01-01 05:41:00,V001,73.37,104.22,14.04,0,57.708503,11.970187
2025-01-01 05:42:00,V001,71.72,76.06,13.93,1,57.702685,11.979974
2025-01-01 05:43:00,V001,66.38,90.14,13.59,0,57.694964,11.968131
2025-01-01 05:44:00,V001,56.75,83.34,14.52,0,57.690913,11.961292
2025-01-01 05:45:00,V001,88.82,83.41,13.93,0,57.701013,11.971691
2025-01-01 05:46:00,V001,79.65,98.38,14.27,0,57.711447,11.96834
